"dname","attrib","img","behavior","target_team","manacost","description","cooldown","dmg_type","target_type","dispellable","bkbpierce","lore","damage"
"Poof","[{'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '1.5', 'generated': True}, {'key': 'radius', 'header': 'RADIUS:', 'value': '400'}, {'key': 'poof_damage', 'header': 'DAMAGE:', 'value': ['60', '90', '120', '150']}, {'key': 'abilitychanneltime', 'header': 'CHANNEL TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/meepo_poof.png","Point Target","Friendly","80","Drawing mystical energies from the earth, a Meepo can teleport to another Meepo or itself after channeling for 1.5 seconds, damaging the enemy in both the departure and arrival locations. 

If the ability is in alt-cast state, all Meepos will also cast Poof to the target. When cast on the ground, all Meepos except the selected one will Poof to the closest location.","['12', '10', '8', '6']","Magical","Hero","","No","Sometimes breaking one of the Riftshadow Crystals can be just the trick for getting yourself out of a bind.  Or your other self.",""
"Pounce","[{'key': 'pounce_damage', 'header': 'POUNCE DAMAGE:', 'value': '0', 'generated': True}, {'key': 'pounce_distance', 'header': 'DISTANCE:', 'value': '700'}, {'key': 'pounce_speed', 'header': 'POUNCE SPEED:', 'value': '933.33', 'generated': True}, {'key': 'pounce_acceleration', 'header': 'POUNCE ACCELERATION:', 'value': '7000', 'generated': True}, {'key': 'pounce_radius', 'header': 'POUNCE RADIUS:', 'value': '120', 'generated': True}, {'key': 'leash_duration', 'header': 'LEASH DURATION:', 'value': ['2.5', '2.75', '3', '3.25']}, {'key': 'leash_radius', 'header': 'LEASH RADIUS:', 'value': '400'}, {'key': 'max_charges', 'header': 'CHARGES:', 'value': '2'}, {'key': 'charge_restore_time', 'header': 'BASE CHARGE RESTORE TIME:', 'value': '10'}, {'key': 'pounce_distance_scepter', 'header': 'DISTANCE:', 'value': '1000'}, {'key': 'essence_stacks', 'header': 'ESSENCE SHIFT STACKS:', 'value': ['0', '1', '2', '3']}]","/apps/dota2/images/dota_react/abilities/slark_pounce.png","No Target","","75","Slark leaps forward, leashing the first hero he connects with and applying Essence Shift Stacks. That unit can only move a limited distance away from Slark's landing position. ","['22', '18', '14', '10']","Magical","","No","No","Time in the Dark Reef made Slark a dangerous assassin; aggressive and fearless.",""
"Power Cogs","[{'key': 'duration', 'header': 'DURATION:', 'value': ['5', '6', '7', '8']}, {'key': 'damage', 'header': 'DAMAGE:', 'value': ['50', '125', '200', '275']}, {'key': 'mana_burn', 'header': 'MANA BURN:', 'value': ['50', '80', '110', '140']}, {'key': 'magic_barrier', 'header': 'MAGIC BARRIER:', 'value': ['50', '100', '150', '200']}, {'key': 'attacks_to_destroy', 'header': 'ATTACKS REQUIRED:', 'value': '2'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '300', 'generated': True}, {'key': 'push_duration', 'header': 'PUSH DURATION:', 'value': '0.8', 'generated': True}, {'key': 'cogs_radius', 'header': 'COGS RADIUS:', 'value': '215', 'generated': True}, {'key': 'trigger_distance', 'header': 'TRIGGER DISTANCE:', 'value': '185', 'generated': True}, {'key': 'extra_pull_buffer', 'header': 'EXTRA PULL BUFFER:', 'value': '-10', 'generated': True}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '0', 'generated': True}, {'key': 'leash', 'header': 'LEASH:', 'value': '0', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/rattletrap_power_cogs.png","No Target","","70","Forms a barrier of energized cogs around Clockwerk, trapping any units that are near. Allies in the cogs when they are created receive a magic damage barrier. Enemies outside the trap that touch a cog are knocked back, losing health and mana. Once a cog has delivered a shock, it will power down. Cogs can be destroyed by enemy attacks, but Clockwerk can destroy them with just one.","15","Magical","","","No","One of Clockwerk's inventions of which he is most proud is the power cog - though it is sometimes despised by his allies.",""
"Power Cogs Leash Units Inside","","","","","","","","","","","","",""
"Powershot","[{'key': 'powershot_damage', 'header': 'DAMAGE:', 'value': ['170', '270', '370', '470']}, {'key': 'slow', 'header': 'SLOW:', 'value': ['20%', '25%', '30%', '35%']}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '4'}, {'key': 'damage_reduction', 'header': 'REDUCTION PER UNIT:', 'value': '15%'}, {'key': 'arrow_width', 'header': 'ARROW WIDTH:', 'value': '125', 'generated': True}, {'key': 'arrow_range', 'header': 'RANGE:', 'value': '3000'}, {'key': 'arrow_speed', 'header': 'ARROW SPEED:', 'value': '3000', 'generated': True}, {'key': 'tree_width', 'header': 'TREE WIDTH:', 'value': '50', 'generated': True}, {'key': 'vision_radius', 'header': 'VISION RADIUS:', 'value': '400', 'generated': True}, {'key': 'vision_duration', 'header': 'VISION DURATION:', 'value': '3.34', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '2600', 'generated': True}, {'key': 'abilitychanneltime', 'header': 'CHANNEL TIME:', 'value': '1', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/windrunner_powershot.png","['Point Target', 'Channeled']","","100","CHANNELED - Windranger charges her bow for up to 1 second for a single powerful shot, which slows and deals more damage the longer it is charged. The arrow damages enemies along its path. For each enemy that Powershot hits, its damage and slow power is reduced.","['12', '11', '10', '9']","Magical","","","No","During her early years of training, Lyralei learned to fire powerful arrows that cleaved even trees to reach their targets.",""
"Precision Aura","[{'key': 'trueshot_ranged_damage', 'header': 'RANGE DAMAGE BONUS:', 'value': ['10%', '20%', '30%', '40%']}, {'key': 'radius', 'header': 'RADIUS:', 'value': '1200'}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '0', 'generated': True}, {'key': 'abilityduration', 'header': 'DURATION:', 'value': '30', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/drow_ranger_trueshot.png","['No Target', 'Instant Cast']","Friendly","","Adds bonus damage to the physical attack of allied, ranged Hero units based on a percentage of Drow's agility. Affects creeps for 30 seconds when cast.","100","","","","","Traxex' time spent alone in the forests of her Drow home has allowed her to teach other archers how to improve their bow skills.",""
"Presence Aura Affects Buildings","","","","","","","","","","","","",""
"Presence of the Dark Lord","[{'key': 'presence_armor_reduction', 'header': 'REDUCTION:', 'value': ['-4', '-5', '-6', '-7']}, {'key': 'presence_radius', 'header': 'RADIUS:', 'value': '1200'}, {'key': 'bonus_armor_per_stack', 'header': 'BONUS ARMOR PER STACK:', 'value': '2', 'generated': True}, {'key': 'kill_buff_duration', 'header': 'KILL BUFF DURATION:', 'value': '20', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '1200', 'generated': True}]","/apps/dota2/images/dota_react/abilities/nevermore_dark_lord.png","Passive","Enemy","","Shadow Fiend's presence reduces the armor of nearby enemies. Every enemy hero killed nearby further improves armor reduction by 2 for 20s.","","","","","Yes","Even being near Nevermore eats away at one's soul.",""
"Press The Attack","[{'key': 'duration', 'header': 'DURATION:', 'value': '5'}, {'key': 'move_speed', 'header': 'BONUS MOVE SPEED:', 'value': ['10%', '14%', '18%', '22%']}, {'key': 'hp_regen', 'header': 'HP REGEN:', 'value': ['24', '36', '48', '60']}, {'key': 'radius', 'header': 'RADIUS:', 'value': '0', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '700', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/legion_commander_press_the_attack.png","Unit Target","Friendly","110","Removes debuffs and disables from the target friendly unit, and grants bonus movement speed and health regen for a short time.

DISPEL TYPE: Strong Dispel","['16', '15', '14', '13']","","['Hero', 'Basic']","Yes","No","The rallying horn of the Bronze Legion is able to inspire any heart.",""
"Press the Attack grants 1.5s Debuff Immunity","","","","","","","","","","","","",""
"Primal Companion","[{'key': 'cooldown_on_death', 'header': 'COOLDOWN ON DEATH:', 'value': '70', 'generated': True}, {'key': 'cooldown_on_take_damage', 'header': 'COOLDOWN ON TAKE DAMAGE:', 'value': '3', 'generated': True}, {'key': 'disable_distance', 'header': 'DISABLE DISTANCE:', 'value': '1600', 'generated': True}, {'key': 'cooldown_penalty_pct', 'header': 'COOLDOWN PENALTY PCT:', 'value': '100', 'generated': True}, {'key': 'movement_slow_when_out_of_range', 'header': 'MOVEMENT SLOW WHEN OUT OF RANGE:', 'value': '50', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.3', 'generated': True}]","/apps/dota2/images/dota_react/abilities/brewmaster_primal_companion.png","No Target","","50","Creates a Brewling based on Brewmaster's current Drunken Brawler Stance. If the Brewling moves 1600 range away from Brewmaster, it can no longer cast spells and is slowed by 50%. Otherwise, all of the Brewling spells have a 100% cooldown penalty. 

A new Brewling cannot be resummoned for 3s if the current one takes damage from enemy Heroes or hero-controlled units. If the Brewling dies, the ability goes on cooldown for 70 seconds.

Only one Brewling can exist at a time. If Brewmaster uses Primal Split, the existing Brewling disappears.","20","","","No","","Mangix doesn't hold to it by rule, but he vaguely recalls an old master musing that, if one could manage, scaring up a companion was always preferable to drinking alone.",""
"Primal Roar","[{'key': 'duration', 'header': 'STUN DURATION:', 'value': ['2.75', '3.25', '3.75']}, {'key': 'damage', 'header': 'DAMAGE:', 'value': ['150', '225', '300']}, {'key': 'side_damage', 'header': 'SIDE DAMAGE:', 'value': ['150', '225', '300'], 'generated': True}, {'key': 'damage_radius', 'header': 'SHOUT WIDTH:', 'value': '300'}, {'key': 'slow_movement_speed_pct', 'header': 'MOVEMENT SLOW:', 'value': '-60%'}, {'key': 'slow_attack_speed_pct', 'header': 'ATTACK SLOW:', 'value': '-60'}, {'key': 'push_distance', 'header': 'PUSH DISTANCE:', 'value': '450', 'generated': True}, {'key': 'push_duration', 'header': 'PUSH DURATION:', 'value': '1', 'generated': True}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': ['3', '3.5', '4']}, {'key': 'movement_speed', 'header': 'MOVEMENT SPEED:', 'value': '40', 'generated': True}, {'key': 'movement_speed_duration', 'header': 'MOVEMENT SPEED DURATION:', 'value': ['3', '3.5', '4'], 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '600', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.5', 'generated': True}]","/apps/dota2/images/dota_react/abilities/beastmaster_primal_roar.png","Unit Target","Enemy","['100', '125', '150']","Beastmaster lets loose a deafening roar that stuns, and shoves open a path to its target. All units in the path of the roar are damaged, while units shoved aside by the roar have their movement and attack speed slowed. Additionally, Beastmaster and his units gain 40% movement speed for 3 seconds.","['90', '75', '60']","Magical","['Hero', 'Basic']","[]","Yes","The Beastmaster has learned to channel his primal instincts into an animalistic roar, causing devastation in the ranks of enemies.",""
"Primal Split","[{'key': 'duration', 'header': 'DURATION:', 'value': ['16', '18', '20']}, {'key': 'split_duration', 'header': 'SPLIT DURATION:', 'value': '0.6', 'generated': True}, {'key': 'tooltip_earth_brewling_hp', 'header': 'EARTH BREWLING HP:', 'value': ['1400', '2300', '3200']}, {'key': 'tooltip_storm_brewling_hp', 'header': 'STORM BREWLING HP:', 'value': ['1000', '1500', '2000']}, {'key': 'tooltip_fire_brewling_hp', 'header': 'FIRE BREWLING HP:', 'value': ['1300', '1450', '1600']}, {'key': 'tooltip_void_brewling_hp', 'header': 'VOID BREWLING HP:', 'value': ['1200', '1500', '1800']}, {'key': 'bonus_brewling_hp', 'header': 'BONUS BREWLING HP:', 'value': '0', 'generated': True}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '0', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.55', 'generated': True}]","/apps/dota2/images/dota_react/abilities/brewmaster_primal_split.png","No Target","","['150', '200', '250']","Splits Brewmaster into elements, forming 4 specialized warriors, adept at survival, each with their own abilities. If any of them survive until the end of their summoned timer, the Brewmaster is reborn.","['140', '130', '120']","","","No","","It isn't clear whether Mangix is consciously aware of his potent bond with nature, as it often occurs in the midst of a drunken stupor.",""
"Primal Split Cancel","[{'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/brewmaster_primal_split_cancel.png","['No Target', 'Hidden']","","0","Cancel the Primal Split.","0","","","","","",""
"Primal Spring","[{'key': 'impact_damage', 'header': 'DAMAGE:', 'value': ['140', '210', '280', '350']}, {'key': 'impact_movement_slow', 'header': 'MOVEMENT SLOW:', 'value': ['20%', '40%', '60%', '80%']}, {'key': 'impact_slow_duration', 'header': 'MAX SLOW DURATION:', 'value': '4'}, {'key': 'impact_radius', 'header': 'IMPACT RADIUS:', 'value': '375', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '1000', 'generated': True}, {'key': 'abilitychanneltime', 'header': 'CHANNEL TIME:', 'value': '1.5', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/monkey_king_primal_spring.png","['Point Target', 'AOE', 'Channeled']","","100","CHANNELED - Monkey King springs out from his tree perch, damaging and slowing enemies in the area where he lands. Damage and slow amounts are in proportion to channel duration.","['18', '16', '14', '12']","Magical","","Yes","No","Leaping from the safety of cover into the midst of his enemies, Sun Wukong attacks without mercy.",""
"Prospecting Aura","[{'key': 'gpm_aura', 'header': 'GOLD PER MINUTE:', 'value': ['20', '25', '30', '40']}, {'key': 'radius', 'header': 'RADIUS:', 'value': '1200'}]","/apps/dota2/images/dota_react/abilities/kobold_tunneler_prospecting.png","Passive","","","Kobolds are adept at finding gold, increasing nearby allied heroes' GPM.","","","","","","",""
"Prowler Aura","[{'key': 'lifesteal', 'header': 'LIFESTEAL:', 'value': '10%'}, {'key': 'hp_regen', 'header': '+', 'value': '10', 'footer': 'Health Regeneration'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '1200', 'generated': True}]","/apps/dota2/images/dota_react/abilities/spawnlord_aura.png","Passive","","","Gives lifesteal and health regeneration to nearby allies.","","","","","","",""
"Proximity Mines","[{'key': 'radius', 'header': 'EXPLOSION RADIUS:', 'value': '500'}, {'key': 'proximity_threshold', 'header': 'PROXIMITY THRESHOLD:', 'value': '1', 'generated': True}, {'key': 'damage', 'header': 'DAMAGE:', 'value': ['400', '575', '750']}, {'key': 'building_damage_pct', 'header': 'BUILDING DAMAGE:', 'value': '30%'}, {'key': 'activation_delay', 'header': 'ACTIVATION DELAY:', 'value': '1'}, {'key': 'cast_range_scepter_bonus', 'header': 'CAST RANGE SCEPTER BONUS:', 'value': '300', 'generated': True}, {'key': 'abilitychargerestoretime', 'header': 'CHARGE RESTORE TIME:', 'value': ['19', '17', '15'], 'generated': True}, {'key': 'outer_damage', 'header': 'OUTER DAMAGE:', 'value': '50', 'generated': True}, {'key': 'min_distance', 'header': 'MIN DISTANCE:', 'value': '150', 'generated': True}, {'key': 'placement_radius', 'header': 'PLACEMENT RADIUS:', 'value': '350', 'generated': True}, {'key': 'mres_reduction', 'header': 'MAGIC RESISTANCE REDUCTION:', 'value': ['15%', '20%', '25%']}, {'key': 'burn_duration', 'header': 'DEBUFF DURATION:', 'value': '5'}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '400', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}, {'key': 'max_charges', 'header': 'MAX CHARGES:', 'value': '3', 'generated': True}]","/apps/dota2/images/dota_react/abilities/techies_land_mines.png","['Point Target', 'AOE']","","['110', '140', '170']","Plant an invisible mine that cannot be detected by True Sight, but is visible if an enemy is within the active 500 AoE of the mine. Mines detonate if an enemy is standing within the active AoE for 1 seconds dealing damage and temporarily reducing the enemy's Magic Resistance. The explosion deals full damage if the target is within 150 radius and decreases up to 50% on the edge. Deals 30% damage to buildings.","0","Magical","","Yes","No","The bane of Toterin!",""
